genome	top_class
G000008665.part_1_100	13
G000008665.part_1_101	13
G000008665.part_1_102	13
G000008665.part_1_103	13
G000008665.part_1_105	13
G000008665.part_1_106	13
G000008665.part_1_107	13
G000008665.part_1_108	13
G000008665.part_1_109	13
G000008665.part_1_110	13
G000008665.part_1_112	13
G000008665.part_1_115	13
G000008665.part_1_116	13
G000008665.part_1_117	13
G000008665.part_1_118	13
G000008665.part_1_119	13
G000008665.part_1_11	13
G000008665.part_1_121	13
G000008665.part_1_123	13
G000008665.part_1_124	13
G000008665.part_1_125	13
G000008665.part_1_126	13
G000008665.part_1_129	13
G000008665.part_1_12	13
G000008665.part_1_130	13
G000008665.part_1_133	13
G000008665.part_1_134	13
G000008665.part_1_135	13
G000008665.part_1_136	13
G000008665.part_1_137	13
G000008665.part_1_139	13
G000008665.part_1_13	13
G000008665.part_1_140	13
G000008665.part_1_141	13
G000008665.part_1_143	13
G000008665.part_1_144	13
G000008665.part_1_146	13
G000008665.part_1_147	13
G000008665.part_1_148	13
G000008665.part_1_14	13
G000008665.part_1_150	13
G000008665.part_1_153	13
G000008665.part_1_154	13
G000008665.part_1_155	13
G000008665.part_1_157	13
G000008665.part_1_158	13
G000008665.part_1_159	13
G000008665.part_1_161	13
G000008665.part_1_162	13
G000008665.part_1_166	13
G000008665.part_1_167	13
G000008665.part_1_168	13
G000008665.part_1_169	13
G000008665.part_1_16	13
G000008665.part_1_170	13
G000008665.part_1_172	13
G000008665.part_1_173	13
G000008665.part_1_174	13
G000008665.part_1_175	13
G000008665.part_1_179	13
G000008665.part_1_182	13
G000008665.part_1_184	13
G000008665.part_1_185	13
G000008665.part_1_186	13
G000008665.part_1_188	13
G000008665.part_1_18	13
G000008665.part_1_190	13
G000008665.part_1_193	13
G000008665.part_1_194	13
G000008665.part_1_195	13
G000008665.part_1_196	13
G000008665.part_1_197	13
G000008665.part_1_198	13
G000008665.part_1_19	13
G000008665.part_1_1	13
G000008665.part_1_200	13
G000008665.part_1_202	13
G000008665.part_1_203	13
G000008665.part_1_206	13
G000008665.part_1_207	13
G000008665.part_1_211	13
G000008665.part_1_214	13
G000008665.part_1_215	13
G000008665.part_1_216	13
G000008665.part_1_218	13
G000008665.part_1_219	13
G000008665.part_1_21	13
G000008665.part_1_220	13
G000008665.part_1_221	13
G000008665.part_1_222	13
G000008665.part_1_223	13
G000008665.part_1_224	13
G000008665.part_1_226	13
G000008665.part_1_229	13
G000008665.part_1_22	13
G000008665.part_1_231	13
G000008665.part_1_232	13
G000008665.part_1_233	13
G000008665.part_1_235	13
G000008665.part_1_236	13
G000008665.part_1_238	13
G000008665.part_1_239	13
G000008665.part_1_240	13
G000008665.part_1_242	13
G000008665.part_1_246	13
G000008665.part_1_247	13
G000008665.part_1_248	13
G000008665.part_1_251	13
G000008665.part_1_252	13
G000008665.part_1_253	13
G000008665.part_1_25	13
G000008665.part_1_26	13
G000008665.part_1_27	13
G000008665.part_1_29	13
G000008665.part_1_2	13
G000008665.part_1_31	13
G000008665.part_1_34	13
G000008665.part_1_35	13
G000008665.part_1_37	13
G000008665.part_1_3	13
G000008665.part_1_40	13
G000008665.part_1_41	13
G000008665.part_1_43	13
G000008665.part_1_44	13
G000008665.part_1_45	13
G000008665.part_1_47	13
G000008665.part_1_48	13
G000008665.part_1_4	13
G000008665.part_1_51	13
G000008665.part_1_52	13
G000008665.part_1_53	13
G000008665.part_1_54	13
G000008665.part_1_57	13
G000008665.part_1_58	13
G000008665.part_1_60	13
G000008665.part_1_61	13
G000008665.part_1_62	13
G000008665.part_1_64	13
G000008665.part_1_66	13
G000008665.part_1_68	13
G000008665.part_1_69	13
G000008665.part_1_6	13
G000008665.part_1_70	13
G000008665.part_1_72	13
G000008665.part_1_73	13
G000008665.part_1_74	13
G000008665.part_1_75	13
G000008665.part_1_76	13
G000008665.part_1_7	13
G000008665.part_1_81	13
G000008665.part_1_84	13
G000008665.part_1_86	13
G000008665.part_1_88	13
G000008665.part_1_8	13
G000008665.part_1_90	13
G000008665.part_1_91	13
G000008665.part_1_93	13
G000008665.part_1_95	13
G000008665.part_1_96	13
G000008665.part_1_97	13
G000008665.part_1_99	13
G000017265.part_1_100	7
G000017265.part_1_101	7
G000017265.part_1_102	7
G000017265.part_1_103	7
G000017265.part_1_105	7
G000017265.part_1_106	7
G000017265.part_1_107	7
G000017265.part_1_108	7
G000017265.part_1_109	7
G000017265.part_1_110	7
G000017265.part_1_112	7
G000017265.part_1_115	7
G000017265.part_1_116	7
G000017265.part_1_117	7
G000017265.part_1_118	7
G000017265.part_1_119	7
G000017265.part_1_11	7
G000017265.part_1_121	7
G000017265.part_1_123	7
G000017265.part_1_124	7
G000017265.part_1_125	7
G000017265.part_1_127	7
G000017265.part_1_128	7
G000017265.part_1_12	7
G000017265.part_1_130	7
G000017265.part_1_132	7
G000017265.part_1_134	7
G000017265.part_1_138	7
G000017265.part_1_139	7
G000017265.part_1_13	7
G000017265.part_1_140	7
G000017265.part_1_141	7
G000017265.part_1_142	7
G000017265.part_1_143	7
G000017265.part_1_144	7
G000017265.part_1_146	7
G000017265.part_1_147	7
G000017265.part_1_148	7
G000017265.part_1_149	7
G000017265.part_1_14	7
G000017265.part_1_150	7
G000017265.part_1_152	7
G000017265.part_1_153	7
G000017265.part_1_154	7
G000017265.part_1_155	7
G000017265.part_1_157	7
G000017265.part_1_159	7
G000017265.part_1_160	7
G000017265.part_1_163	7
G000017265.part_1_166	7
G000017265.part_1_168	7
G000017265.part_1_16	7
G000017265.part_1_170	7
G000017265.part_1_172	7
G000017265.part_1_174	7
G000017265.part_1_175	7
G000017265.part_1_176	7
G000017265.part_1_178	7
G000017265.part_1_179	7
G000017265.part_1_184	7
G000017265.part_1_186	7
G000017265.part_1_187	7
G000017265.part_1_188	7
G000017265.part_1_189	7
G000017265.part_1_18	7
G000017265.part_1_190	7
G000017265.part_1_193	7
G000017265.part_1_194	7
G000017265.part_1_195	7
G000017265.part_1_196	7
G000017265.part_1_197	7
G000017265.part_1_19	7
G000017265.part_1_1	7
G000017265.part_1_200	7
G000017265.part_1_201	7
G000017265.part_1_203	7
G000017265.part_1_205	7
G000017265.part_1_206	7
G000017265.part_1_207	7
G000017265.part_1_209	7
G000017265.part_1_210	7
G000017265.part_1_213	7
G000017265.part_1_214	7
G000017265.part_1_215	7
G000017265.part_1_217	7
G000017265.part_1_218	7
G000017265.part_1_219	7
G000017265.part_1_21	7
G000017265.part_1_220	7
G000017265.part_1_221	7
G000017265.part_1_222	7
G000017265.part_1_223	7
G000017265.part_1_224	7
G000017265.part_1_228	7
G000017265.part_1_229	7
G000017265.part_1_22	7
G000017265.part_1_236	7
G000017265.part_1_237	7
G000017265.part_1_239	7
G000017265.part_1_240	7
G000017265.part_1_241	7
G000017265.part_1_243	7
G000017265.part_1_246	7
G000017265.part_1_248	7
G000017265.part_1_249	7
G000017265.part_1_250	7
G000017265.part_1_251	7
G000017265.part_1_252	7
G000017265.part_1_254	7
G000017265.part_1_256	7
G000017265.part_1_258	7
G000017265.part_1_259	7
G000017265.part_1_25	7
G000017265.part_1_260	7
G000017265.part_1_261	7
G000017265.part_1_263	7
G000017265.part_1_264	7
G000017265.part_1_266	7
G000017265.part_1_267	7
G000017265.part_1_268	7
G000017265.part_1_26	7
G000017265.part_1_270	7
G000017265.part_1_272	7
G000017265.part_1_277	7
G000017265.part_1_278	7
G000017265.part_1_27	7
G000017265.part_1_280	7
G000017265.part_1_282	7
G000017265.part_1_283	7
G000017265.part_1_284	7
G000017265.part_1_285	7
G000017265.part_1_286	7
G000017265.part_1_287	7
G000017265.part_1_288	7
G000017265.part_1_289	7
G000017265.part_1_290	7
G000017265.part_1_291	7
G000017265.part_1_292	7
G000017265.part_1_293	7
G000017265.part_1_294	7
G000017265.part_1_295	7
G000017265.part_1_296	7
G000017265.part_1_297	7
G000017265.part_1_298	7
G000017265.part_1_29	7
G000017265.part_1_2	7
G000017265.part_1_301	7
G000017265.part_1_303	7
G000017265.part_1_304	7
G000017265.part_1_307	7
G000017265.part_1_309	7
G000017265.part_1_311	7
G000017265.part_1_312	7
G000017265.part_1_315	7
G000017265.part_1_317	7
G000017265.part_1_319	7
G000017265.part_1_31	7
G000017265.part_1_320	7
G000017265.part_1_323	7
G000017265.part_1_324	7
G000017265.part_1_325	7
G000017265.part_1_326	7
G000017265.part_1_331	7
G000017265.part_1_332	7
G000017265.part_1_333	7
G000017265.part_1_334	7
G000017265.part_1_335	7
G000017265.part_1_336	7
G000017265.part_1_337	7
G000017265.part_1_339	7
G000017265.part_1_340	7
G000017265.part_1_341	7
G000017265.part_1_342	7
G000017265.part_1_343	7
G000017265.part_1_344	7
G000017265.part_1_346	7
G000017265.part_1_347	7
G000017265.part_1_348	7
G000017265.part_1_34	7
G000017265.part_1_352	7
G000017265.part_1_353	7
G000017265.part_1_355	7
G000017265.part_1_356	7
G000017265.part_1_358	7
G000017265.part_1_359	7
G000017265.part_1_35	7
G000017265.part_1_360	7
G000017265.part_1_361	7
G000017265.part_1_362	7
G000017265.part_1_363	7
G000017265.part_1_364	7
G000017265.part_1_365	7
G000017265.part_1_366	7
G000017265.part_1_367	7
G000017265.part_1_370	7
G000017265.part_1_371	7
G000017265.part_1_372	7
G000017265.part_1_374	7
G000017265.part_1_376	7
G000017265.part_1_377	7
G000017265.part_1_378	7
G000017265.part_1_379	7
G000017265.part_1_37	7
G000017265.part_1_381	7
G000017265.part_1_383	7
G000017265.part_1_384	7
G000017265.part_1_385	7
G000017265.part_1_386	7
G000017265.part_1_387	7
G000017265.part_1_390	7
