genome	top_class
G000008665.part_1_100	0
G000008665.part_1_103	0
G000008665.part_1_104	0
G000008665.part_1_107	0
G000008665.part_1_108	0
G000008665.part_1_109	0
G000008665.part_1_111	0
G000008665.part_1_112	0
G000008665.part_1_115	0
G000008665.part_1_116	0
G000008665.part_1_117	0
G000008665.part_1_11	0
G000008665.part_1_120	0
G000008665.part_1_121	0
G000008665.part_1_122	0
G000008665.part_1_123	0
G000008665.part_1_124	0
G000008665.part_1_126	0
G000008665.part_1_128	0
G000008665.part_1_129	0
G000008665.part_1_12	0
G000008665.part_1_130	0
G000008665.part_1_131	0
G000008665.part_1_132	0
G000008665.part_1_133	0
G000008665.part_1_134	0
G000008665.part_1_138	0
G000008665.part_1_140	0
G000008665.part_1_141	0
G000008665.part_1_142	0
G000008665.part_1_144	0
G000008665.part_1_145	0
G000008665.part_1_146	0
G000008665.part_1_147	0
G000008665.part_1_149	0
G000008665.part_1_14	0
G000008665.part_1_150	0
G000008665.part_1_152	0
G000008665.part_1_153	0
G000008665.part_1_155	0
G000008665.part_1_156	0
G000008665.part_1_157	0
G000008665.part_1_158	0
G000008665.part_1_159	0
G000008665.part_1_15	0
G000008665.part_1_160	0
G000008665.part_1_161	0
G000008665.part_1_163	0
G000008665.part_1_164	0
G000008665.part_1_165	0
G000008665.part_1_166	0
G000008665.part_1_168	0
G000008665.part_1_169	0
G000008665.part_1_16	0
G000008665.part_1_170	0
G000008665.part_1_171	0
G000008665.part_1_172	0
G000008665.part_1_173	0
G000008665.part_1_175	0
G000008665.part_1_176	0
G000008665.part_1_179	0
G000008665.part_1_17	0
G000008665.part_1_180	0
G000008665.part_1_181	0
G000008665.part_1_182	0
G000008665.part_1_184	0
G000008665.part_1_188	0
G000008665.part_1_189	0
G000008665.part_1_18	0
G000008665.part_1_191	0
G000008665.part_1_192	0
G000008665.part_1_195	0
G000008665.part_1_196	0
G000008665.part_1_197	0
G000008665.part_1_198	0
G000008665.part_1_199	0
G000008665.part_1_1	0
G000008665.part_1_201	0
G000008665.part_1_205	0
G000008665.part_1_206	0
G000008665.part_1_207	0
G000008665.part_1_209	0
G000008665.part_1_210	0
G000008665.part_1_212	0
G000008665.part_1_213	0
G000008665.part_1_214	0
G000008665.part_1_215	0
G000008665.part_1_217	0
G000008665.part_1_220	0
G000008665.part_1_221	0
G000008665.part_1_222	0
G000008665.part_1_223	0
G000008665.part_1_224	0
G000008665.part_1_225	0
G000008665.part_1_227	0
G000008665.part_1_228	0
G000008665.part_1_229	0
G000008665.part_1_22	0
G000008665.part_1_230	0
G000008665.part_1_231	0
G000008665.part_1_233	0
G000008665.part_1_234	0
G000008665.part_1_238	0
G000008665.part_1_239	0
G000008665.part_1_23	0
G000008665.part_1_240	0
G000008665.part_1_243	0
G000008665.part_1_244	0
G000008665.part_1_245	0
G000008665.part_1_247	0
G000008665.part_1_24	0
G000008665.part_1_250	0
G000008665.part_1_29	0
G000008665.part_1_2	0
G000008665.part_1_32	0
G000008665.part_1_33	0
G000008665.part_1_34	0
G000008665.part_1_35	0
G000008665.part_1_36	0
G000008665.part_1_37	0
G000008665.part_1_3	0
G000008665.part_1_40	0
G000008665.part_1_41	0
G000008665.part_1_43	0
G000008665.part_1_45	0
G000008665.part_1_46	0
G000008665.part_1_47	0
G000008665.part_1_48	0
G000008665.part_1_49	0
G000008665.part_1_4	0
G000008665.part_1_50	0
G000008665.part_1_53	0
G000008665.part_1_54	0
G000008665.part_1_55	0
G000008665.part_1_56	0
G000008665.part_1_57	0
G000008665.part_1_58	0
G000008665.part_1_59	0
G000008665.part_1_5	0
G000008665.part_1_61	0
