genome	top_class
G000008665.part_1_100	0
G000008665.part_1_101	0
G000008665.part_1_102	0
G000008665.part_1_103	0
G000008665.part_1_105	0
G000008665.part_1_106	0
G000008665.part_1_107	0
G000008665.part_1_108	0
G000008665.part_1_109	0
G000008665.part_1_110	0
G000008665.part_1_112	0
G000008665.part_1_115	0
G000008665.part_1_116	0
G000008665.part_1_117	0
G000008665.part_1_118	0
G000008665.part_1_119	0
G000008665.part_1_11	0
G000008665.part_1_121	0
G000008665.part_1_123	0
G000008665.part_1_124	0
G000008665.part_1_125	0
G000008665.part_1_126	0
G000008665.part_1_129	0
G000008665.part_1_12	0
G000008665.part_1_130	0
G000008665.part_1_133	0
G000008665.part_1_134	0
G000008665.part_1_135	0
G000008665.part_1_136	0
G000008665.part_1_137	0
G000008665.part_1_139	0
G000008665.part_1_13	0
G000008665.part_1_140	0
G000008665.part_1_141	0
G000008665.part_1_143	0
G000008665.part_1_144	0
G000008665.part_1_146	0
G000008665.part_1_147	0
G000008665.part_1_148	0
G000008665.part_1_14	0
G000008665.part_1_150	0
G000008665.part_1_153	0
G000008665.part_1_154	0
G000008665.part_1_155	0
G000008665.part_1_157	0
G000008665.part_1_158	0
G000008665.part_1_159	0
G000008665.part_1_161	0
G000008665.part_1_162	0
G000008665.part_1_166	0
G000008665.part_1_167	0
G000008665.part_1_168	0
G000008665.part_1_169	0
G000008665.part_1_16	0
G000008665.part_1_170	0
G000008665.part_1_172	0
G000008665.part_1_173	0
G000008665.part_1_174	0
G000008665.part_1_175	0
G000008665.part_1_179	0
G000008665.part_1_182	0
G000008665.part_1_184	0
G000008665.part_1_185	0
G000008665.part_1_186	0
G000008665.part_1_188	0
G000008665.part_1_18	0
G000008665.part_1_190	0
G000008665.part_1_193	0
G000008665.part_1_194	0
G000008665.part_1_195	0
G000008665.part_1_196	0
G000008665.part_1_197	0
G000008665.part_1_198	0
G000008665.part_1_19	0
G000008665.part_1_1	0
G000008665.part_1_200	0
G000008665.part_1_202	0
G000008665.part_1_203	0
G000008665.part_1_206	0
G000008665.part_1_207	0
G000008665.part_1_211	0
G000008665.part_1_214	0
G000008665.part_1_215	0
G000008665.part_1_216	0
G000008665.part_1_218	0
G000008665.part_1_219	0
G000008665.part_1_21	0
G000008665.part_1_220	0
G000008665.part_1_221	0
G000008665.part_1_222	0
G000008665.part_1_223	0
G000008665.part_1_224	0
G000008665.part_1_226	0
G000008665.part_1_229	0
G000008665.part_1_22	0
G000008665.part_1_231	0
G000008665.part_1_232	0
G000008665.part_1_233	0
G000008665.part_1_235	0
G000008665.part_1_236	0
G000008665.part_1_238	0
G000008665.part_1_239	0
G000008665.part_1_240	0
G000008665.part_1_242	0
G000008665.part_1_246	0
G000008665.part_1_247	0
G000008665.part_1_248	0
G000008665.part_1_251	0
G000008665.part_1_252	0
G000008665.part_1_253	0
G000008665.part_1_25	0
G000008665.part_1_26	0
G000008665.part_1_27	0
G000008665.part_1_29	0
G000008665.part_1_2	0
G000008665.part_1_31	0
G000008665.part_1_34	0
G000008665.part_1_35	0
G000008665.part_1_37	0
G000008665.part_1_3	0
G000008665.part_1_40	0
G000008665.part_1_41	0
G000008665.part_1_43	0
G000008665.part_1_44	0
G000008665.part_1_45	0
G000008665.part_1_47	0
G000008665.part_1_48	0
G000008665.part_1_4	0
G000008665.part_1_51	0
G000008665.part_1_52	0
G000008665.part_1_53	0
G000008665.part_1_54	0
G000008665.part_1_57	0
G000008665.part_1_58	0
G000008665.part_1_60	0
G000008665.part_1_61	0
G000008665.part_1_62	0
G000008665.part_1_64	0
G000008665.part_1_66	0
G000008665.part_1_68	0
G000008665.part_1_69	0
G000008665.part_1_6	0
G000008665.part_1_70	0
G000008665.part_1_72	0
G000008665.part_1_73	0
G000008665.part_1_74	0
G000008665.part_1_75	0
G000008665.part_1_76	0
G000008665.part_1_7	0
G000008665.part_1_81	0
G000008665.part_1_84	0
G000008665.part_1_86	0
G000008665.part_1_88	0
G000008665.part_1_8	0
G000008665.part_1_90	0
G000008665.part_1_91	0
G000008665.part_1_93	0
G000008665.part_1_95	0
G000008665.part_1_96	0
G000008665.part_1_97	0
G000008665.part_1_99	0
G000017265.part_1_100	0
G000017265.part_1_101	0
G000017265.part_1_102	0
G000017265.part_1_103	0
G000017265.part_1_105	0
G000017265.part_1_106	0
G000017265.part_1_107	0
G000017265.part_1_108	0
G000017265.part_1_109	0
G000017265.part_1_110	0
G000017265.part_1_112	0
G000017265.part_1_115	0
G000017265.part_1_116	0
G000017265.part_1_117	0
G000017265.part_1_118	0
G000017265.part_1_119	0
G000017265.part_1_11	0
G000017265.part_1_121	0
G000017265.part_1_123	0
G000017265.part_1_124	0
G000017265.part_1_125	0
G000017265.part_1_127	0
G000017265.part_1_128	0
G000017265.part_1_12	0
G000017265.part_1_130	0
G000017265.part_1_132	0
G000017265.part_1_134	0
G000017265.part_1_138	0
G000017265.part_1_139	0
G000017265.part_1_13	0
G000017265.part_1_140	0
G000017265.part_1_141	0
G000017265.part_1_142	0
G000017265.part_1_143	0
G000017265.part_1_144	0
G000017265.part_1_146	0
G000017265.part_1_147	0
G000017265.part_1_148	0
G000017265.part_1_149	0
G000017265.part_1_14	0
G000017265.part_1_150	0
G000017265.part_1_152	0
G000017265.part_1_153	0
G000017265.part_1_154	0
G000017265.part_1_155	0
G000017265.part_1_157	0
G000017265.part_1_159	0
G000017265.part_1_160	0
