genome	top_class
G000008665.part_1_100	13
G000008665.part_1_102	13
G000008665.part_1_103	13
G000008665.part_1_104	13
G000008665.part_1_106	13
G000008665.part_1_107	13
G000008665.part_1_10	13
G000008665.part_1_111	13
G000008665.part_1_112	13
G000008665.part_1_113	13
G000008665.part_1_115	13
G000008665.part_1_116	13
G000008665.part_1_117	13
G000008665.part_1_118	13
G000008665.part_1_120	13
G000008665.part_1_123	13
G000008665.part_1_124	13
G000008665.part_1_125	13
G000008665.part_1_126	13
G000008665.part_1_127	13
G000008665.part_1_128	13
G000008665.part_1_129	13
G000008665.part_1_12	13
G000008665.part_1_130	13
G000008665.part_1_133	13
G000008665.part_1_134	13
G000008665.part_1_135	13
G000008665.part_1_136	13
G000008665.part_1_137	13
G000008665.part_1_13	13
G000008665.part_1_140	13
G000008665.part_1_141	13
G000008665.part_1_142	13
G000008665.part_1_143	13
G000008665.part_1_144	13
G000008665.part_1_146	13
G000008665.part_1_147	13
G000008665.part_1_148	13
G000008665.part_1_149	13
G000008665.part_1_14	13
G000008665.part_1_151	13
G000008665.part_1_154	13
G000008665.part_1_155	13
G000008665.part_1_156	13
G000008665.part_1_158	13
G000008665.part_1_159	13
G000008665.part_1_160	13
G000008665.part_1_163	13
G000008665.part_1_165	13
G000008665.part_1_166	13
G000008665.part_1_167	13
G000008665.part_1_169	13
G000008665.part_1_16	13
G000008665.part_1_170	13
G000008665.part_1_171	13
G000008665.part_1_173	13
G000008665.part_1_174	13
G000008665.part_1_175	13
G000008665.part_1_177	13
G000008665.part_1_178	13
G000008665.part_1_181	13
G000008665.part_1_182	13
G000008665.part_1_183	13
G000008665.part_1_184	13
G000008665.part_1_188	13
G000008665.part_1_18	13
G000008665.part_1_190	13
G000008665.part_1_191	13
G000008665.part_1_192	13
G000008665.part_1_194	13
G000008665.part_1_195	13
G000008665.part_1_197	13
G000008665.part_1_198	13
G000008665.part_1_1	13
G000008665.part_1_202	13
G000008665.part_1_203	13
G000008665.part_1_204	13
G000008665.part_1_206	13
G000008665.part_1_210	13
G000008665.part_1_211	13
G000008665.part_1_212	13
G000008665.part_1_213	13
G000008665.part_1_214	13
G000008665.part_1_215	13
G000008665.part_1_216	13
G000008665.part_1_217	13
G000008665.part_1_218	13
G000008665.part_1_21	13
G000008665.part_1_220	13
G000008665.part_1_221	13
G000008665.part_1_222	13
G000008665.part_1_224	13
G000008665.part_1_225	13
G000008665.part_1_226	13
G000008665.part_1_228	13
G000008665.part_1_22	13
G000008665.part_1_23	13
G000008665.part_1_24	13
G000008665.part_1_25	13
G000008665.part_1_26	13
G000008665.part_1_28	13
G000008665.part_1_29	13
G000008665.part_1_2	13
G000008665.part_1_31	13
G000008665.part_1_32	13
G000008665.part_1_33	13
G000008665.part_1_34	13
G000008665.part_1_35	13
G000008665.part_1_37	13
G000008665.part_1_38	13
G000008665.part_1_39	13
G000008665.part_1_3	13
G000008665.part_1_40	13
G000008665.part_1_41	13
G000008665.part_1_42	13
G000008665.part_1_48	13
G000008665.part_1_49	13
G000008665.part_1_50	13
G000008665.part_1_52	13
G000008665.part_1_53	13
G000008665.part_1_54	13
G000008665.part_1_55	13
G000008665.part_1_57	13
G000008665.part_1_59	13
G000008665.part_1_5	13
G000008665.part_1_61	13
G000008665.part_1_63	13
G000008665.part_1_66	13
G000008665.part_1_67	13
G000008665.part_1_68	13
G000008665.part_1_69	13
G000008665.part_1_6	13
G000008665.part_1_70	13
G000008665.part_1_71	13
G000008665.part_1_72	13
G000008665.part_1_73	13
G000008665.part_1_74	13
G000008665.part_1_75	13
G000008665.part_1_76	13
G000008665.part_1_78	13
G000008665.part_1_7	13
G000008665.part_1_81	13
G000008665.part_1_83	13
G000008665.part_1_84	13
G000008665.part_1_86	13
G000008665.part_1_87	13
G000008665.part_1_89	13
G000008665.part_1_8	13
G000008665.part_1_90	13
G000008665.part_1_91	13
G000008665.part_1_92	13
G000008665.part_1_93	13
G000008665.part_1_94	13
G000008665.part_1_95	13
G000008665.part_1_97	13
G000017265.part_1_100	7
G000017265.part_1_102	7
G000017265.part_1_103	7
G000017265.part_1_104	7
G000017265.part_1_106	7
G000017265.part_1_107	7
G000017265.part_1_10	7
G000017265.part_1_111	7
G000017265.part_1_112	7
G000017265.part_1_113	7
G000017265.part_1_115	7
G000017265.part_1_116	7
G000017265.part_1_117	7
G000017265.part_1_118	7
G000017265.part_1_120	7
G000017265.part_1_123	7
G000017265.part_1_124	7
