genome	top_class
G000008665.part_1_100	0
G000008665.part_1_102	0
G000008665.part_1_103	0
G000008665.part_1_104	0
G000008665.part_1_106	0
G000008665.part_1_107	0
G000008665.part_1_10	0
G000008665.part_1_111	0
G000008665.part_1_112	0
G000008665.part_1_113	0
G000008665.part_1_115	0
G000008665.part_1_116	0
G000008665.part_1_117	0
G000008665.part_1_118	0
G000008665.part_1_120	0
G000008665.part_1_123	0
G000008665.part_1_124	0
G000008665.part_1_125	0
G000008665.part_1_126	0
G000008665.part_1_127	0
G000008665.part_1_128	0
G000008665.part_1_129	0
G000008665.part_1_12	0
G000008665.part_1_130	0
G000008665.part_1_133	0
G000008665.part_1_134	0
G000008665.part_1_135	0
G000008665.part_1_136	0
G000008665.part_1_137	0
G000008665.part_1_13	0
G000008665.part_1_140	0
G000008665.part_1_141	0
G000008665.part_1_142	0
G000008665.part_1_143	0
G000008665.part_1_144	0
G000008665.part_1_146	0
G000008665.part_1_147	0
G000008665.part_1_148	0
G000008665.part_1_149	0
G000008665.part_1_14	0
G000008665.part_1_151	0
G000008665.part_1_154	0
G000008665.part_1_155	0
G000008665.part_1_156	0
G000008665.part_1_158	0
G000008665.part_1_159	0
G000008665.part_1_160	0
G000008665.part_1_163	0
G000008665.part_1_165	0
G000008665.part_1_166	0
G000008665.part_1_167	0
G000008665.part_1_169	0
G000008665.part_1_16	0
G000008665.part_1_170	0
G000008665.part_1_171	0
G000008665.part_1_173	0
G000008665.part_1_174	0
G000008665.part_1_175	0
G000008665.part_1_177	0
G000008665.part_1_178	0
G000008665.part_1_181	0
G000008665.part_1_182	0
G000008665.part_1_183	0
G000008665.part_1_184	0
G000008665.part_1_188	0
G000008665.part_1_18	0
G000008665.part_1_190	0
G000008665.part_1_191	0
G000008665.part_1_192	0
G000008665.part_1_194	0
G000008665.part_1_195	0
G000008665.part_1_197	0
G000008665.part_1_198	0
G000008665.part_1_1	0
G000008665.part_1_202	0
G000008665.part_1_203	0
G000008665.part_1_204	0
G000008665.part_1_206	0
G000008665.part_1_210	0
G000008665.part_1_211	0
G000008665.part_1_212	0
G000008665.part_1_213	0
G000008665.part_1_214	0
G000008665.part_1_215	0
G000008665.part_1_216	0
G000008665.part_1_217	0
G000008665.part_1_218	0
G000008665.part_1_21	0
G000008665.part_1_220	0
G000008665.part_1_221	0
G000008665.part_1_222	0
G000008665.part_1_224	0
G000008665.part_1_225	0
G000008665.part_1_226	0
G000008665.part_1_228	0
G000008665.part_1_22	0
G000008665.part_1_23	0
G000008665.part_1_24	0
G000008665.part_1_25	0
G000008665.part_1_26	0
G000008665.part_1_28	0
G000008665.part_1_29	0
G000008665.part_1_2	0
G000008665.part_1_31	0
G000008665.part_1_32	0
G000008665.part_1_33	0
G000008665.part_1_34	0
G000008665.part_1_35	0
G000008665.part_1_37	0
G000008665.part_1_38	0
G000008665.part_1_39	0
G000008665.part_1_3	0
